Date,Symbol,SecurityName,ClientName,Buy/Sell,QuantityTraded,TradePrice/Wght.Avg.Price,Remarks
17-JUL-2026,LANDMARK,Landmark Cars Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"3,04,012",517.05,-
17-JUL-2026,LANDMARK,Landmark Cars Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"3,08,295",516.93,-
17-JUL-2026,LANDMARK,Landmark Cars Limited,QE SECURITIES LLP,SELL,"2,77,466",517.09,-
17-JUL-2026,LANDMARK,Landmark Cars Limited,QE SECURITIES LLP,BUY,"2,82,071",517.03,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,BULLPULSE MARKETEDGE PRIVATE LIMITED,SELL,"1,25,000",172.23,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,BULLPULSE MARKETEDGE PRIVATE LIMITED,BUY,"1,25,000",172.57,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,CHAUBARA EATS PRIVATE LIMITED,BUY,"1,37,500",172.22,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,CHAUBARA EATS PRIVATE LIMITED,SELL,"1,37,500",172.45,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,HJS SECURITIES PRIVATE LIMITED,BUY,"1,25,000",172.53,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,HJS SECURITIES PRIVATE LIMITED,SELL,"1,25,000",172.57,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,JIAUM BROKING LLP,SELL,"1,25,000",172.53,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,JIAUM BROKING LLP,BUY,"1,25,000",172.45,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,BUY,"1,49,863",172.26,-
17-JUL-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,SELL,"1,50,313",171.44,-
17-JUL-2026,MASON,Mason Infratech Limited,UNISTONE CAPITAL PRIVATE LIMITED,SELL,"2,38,500",124.00,-
17-JUL-2026,NARMADA,Narmada Agrobase Limited,ANKITA FINANCIAL SERVICES PRIVATE LIMITED,BUY,"3,00,863",39.18,-
17-JUL-2026,NARMADA,Narmada Agrobase Limited,ANKITA FINANCIAL SERVICES PRIVATE LIMITED,SELL,"3,00,863",39.07,-
17-JUL-2026,NARMADA,Narmada Agrobase Limited,MSB E TRADE SECURITIES LIMITED,BUY,"9,24,227",39.01,-
17-JUL-2026,NARMADA,Narmada Agrobase Limited,MSB E TRADE SECURITIES LIMITED,SELL,"9,24,227",39.09,-
17-JUL-2026,NARMADA,Narmada Agrobase Limited,NBN INVESTMENTS PRIVATE LIMITED,SELL,"2,27,403",39.18,-
17-JUL-2026,NARMADA,Narmada Agrobase Limited,NBN INVESTMENTS PRIVATE LIMITED,BUY,"3,07,403",39.06,-
17-JUL-2026,NILKAMAL,Nilkamal Limited,SEETHA KUMARI .,BUY,"85,316","1,442.39",-
17-JUL-2026,NILKAMAL,Nilkamal Limited,SETU SECURITIES PRIVATE LIMITED,BUY,"20,000","1,474.00",-
17-JUL-2026,NILKAMAL,Nilkamal Limited,SETU SECURITIES PRIVATE LIMITED,SELL,"88,697","1,452.57",-
17-JUL-2026,PAISALO,Paisalo Digital Limited,DHIRAJBHAI VAGHJIBHAI KORADIYA,SELL,"45,50,000",74.65,-
17-JUL-2026,PAISALO,Paisalo Digital Limited,DHIRAJBHAI VAGHJIBHAI KORADIYA,BUY,"46,50,000",74.30,-
17-JUL-2026,PAISALO,Paisalo Digital Limited,JEVIN STOCK BROKER PRIVATE LIMITED,SELL,"50,90,007",73.58,-
17-JUL-2026,PAISALO,Paisalo Digital Limited,JEVIN STOCK BROKER PRIVATE LIMITED,BUY,"50,90,007",74.82,-
17-JUL-2026,PCJEWELLER,PC Jeweller Ltd,HRTI PRIVATE LIMITED,BUY,"3,16,43,229",9.83,-
17-JUL-2026,PCJEWELLER,PC Jeweller Ltd,HRTI PRIVATE LIMITED,SELL,"4,48,96,525",9.83,-
17-JUL-2026,QUESTLAB,Quest Laboratories Ltd,YASHVI HITESH PATEL,BUY,"1,09,200",95.32,-
17-JUL-2026,RAPPID,Rappid Valves (India) Ltd,AEGIS INVESTMENT FUND,BUY,"2,06,400",328.40,-
17-JUL-2026,RAPPID,Rappid Valves (India) Ltd,ASHOK KUMAR DHARIWAL,SELL,"37,200",338.00,-
17-JUL-2026,RAPPID,Rappid Valves (India) Ltd,MAHARASHTRA DEFENCE AND AEROSPACE VENTURE FUND,SELL,"1,45,200",323.70,-
17-JUL-2026,RELAXO,Relaxo Foot Ltd.,MICROCURVES TRADING PRIVATE LIMITED,BUY,"16,91,832",419.83,-
17-JUL-2026,RELAXO,Relaxo Foot Ltd.,MICROCURVES TRADING PRIVATE LIMITED,SELL,"16,91,832",420.18,-
17-JUL-2026,SABEVENTS,Sab Events & Governance,SHAFFIN THADATHAZHATH,BUY,"2,462",7.85,-
17-JUL-2026,SABEVENTS,Sab Events & Governance,SHAFFIN THADATHAZHATH,SELL,"64,484",7.53,-
17-JUL-2026,SHREEDHAR,Shreedhar Spinners Ltd,EXCELLENT SHARES AND FINANCE SERVICES PRIVATE LIMITED,SELL,"1,28,000",77.00,-
17-JUL-2026,SHREEDHAR,Shreedhar Spinners Ltd,PASHUPATI CAPITAL SERVICES PRIVATE LIMITED,BUY,"1,28,000",77.00,-
17-JUL-2026,SILKY,Silky Overseas Limited,AKSHAY  AGGARWAL,SELL,"42,400",80.56,-
17-JUL-2026,TGL,Teerth Gopicon Limited,KHOKHAR NILESHKUMAR RASIKBHAI,BUY,"93,000",24.19,-
17-JUL-2026,UDS,Updater Services Limited,EAST BRIDGE CAPITAL MASTER FUND I LTD,SELL,"8,17,731",193.27,-
17-JUL-2026,UDS,Updater Services Limited,SIS LIMITED,BUY,"6,53,960",193.71,-
17-JUL-2026,VMOBILE,Vinit Mobile Limited,COMFORT SECURITIES LIMITED,BUY,800,97.85,-
17-JUL-2026,VMOBILE,Vinit Mobile Limited,COMFORT SECURITIES LIMITED,SELL,"33,600",97.85,-
17-JUL-2026,WINNY,Winny Immigra & Edu Ser L,ALTAB USMANBHAI PATHAN,SELL,"65,000",35.50,-
17-JUL-2026,WINNY,Winny Immigra & Edu Ser L,VIKRAMKUMAR KARANRAJ SAKARIA HUF,BUY,"65,000",35.50,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,BULLPULSE MARKETEDGE PRIVATE LIMITED,BUY,"6,50,000",116.01,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,BULLPULSE MARKETEDGE PRIVATE LIMITED,SELL,"6,50,000",116.13,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,CHAUBARA EATS PRIVATE LIMITED,BUY,"6,85,437",115.68,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,CHAUBARA EATS PRIVATE LIMITED,SELL,"6,85,437",115.59,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,JIAUM BROKING LLP,BUY,"6,50,000",115.99,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,JIAUM BROKING LLP,SELL,"6,50,000",116.07,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,L7 HITECH PRIVATE LIMITED,BUY,"2,89,847",110.23,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,L7 HITECH PRIVATE LIMITED,SELL,"3,15,760",110.01,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,RATHOD DIGVIJAYSINH RAJENDRASINH,BUY,"95,882",117.47,-
20-JUL-2026,AASTHA,Aastha Spintex Limited,RATHOD DIGVIJAYSINH RAJENDRASINH,SELL,"3,29,148",109.50,-
20-JUL-2026,ACCENTMIC,Accent Microcell Limited,GHANSHYAM ARJANBHAI PATEL,SELL,"3,90,000",521.01,-
20-JUL-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,BUY,"5,28,636",30.15,-
20-JUL-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,SELL,"11,04,489",30.36,-
20-JUL-2026,ATALREAL,Atal Realtech Limited,CHAUBARA EATS PRIVATE LIMITED,BUY,"6,15,000",30.36,-
20-JUL-2026,ATALREAL,Atal Realtech Limited,CHAUBARA EATS PRIVATE LIMITED,SELL,"7,15,000",30.45,-
20-JUL-2026,ATALREAL,Atal Realtech Limited,L7 HITECH PRIVATE LIMITED,SELL,"50,000",30.11,-
20-JUL-2026,ATALREAL,Atal Realtech Limited,L7 HITECH PRIVATE LIMITED,BUY,"7,50,000",30.34,-
20-JUL-2026,AVIENCE,Avience Biomedicals Ltd,SURESH ZUNZUNWALA,BUY,"42,000",245.38,-
20-JUL-2026,AVIENCE,Avience Biomedicals Ltd,SURESH ZUNZUNWALA,SELL,"42,000",265.55,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,HRTI PRIVATE LIMITED,SELL,"23,06,304",206.98,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,HRTI PRIVATE LIMITED,BUY,"24,62,220",208.78,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"43,75,182",208.51,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"43,83,907",208.60,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,"25,62,487",210.02,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,"25,62,487",209.89,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"30,76,937",210.66,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"30,76,937",210.56,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,QE SECURITIES LLP,BUY,"45,67,789",208.44,-
20-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,QE SECURITIES LLP,SELL,"46,36,764",208.55,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,"12,64,167",128.50,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,"12,92,783",127.82,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,"18,96,494",128.96,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,"19,50,573",128.47,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,GRT STRATEGIC VENTURES LLP,BUY,"24,96,881",127.31,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,GRT STRATEGIC VENTURES LLP,SELL,"24,96,881",127.36,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,IRAGE BROKING SERVICES LLP,SELL,"18,48,233",127.68,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,IRAGE BROKING SERVICES LLP,BUY,"22,35,002",127.88,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"35,88,868",127.10,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"35,93,299",127.18,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,MICROCURVES TRADING PRIVATE LIMITED,BUY,"42,57,956",127.35,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,MICROCURVES TRADING PRIVATE LIMITED,SELL,"42,57,956",127.45,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"42,44,636",127.60,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"42,44,636",127.55,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,QE SECURITIES LLP,BUY,"32,87,280",127.34,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,QE SECURITIES LLP,SELL,"34,09,649",126.78,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"15,85,140",126.27,-
20-JUL-2026,BEPL,Bhansali Eng. Polymers Lt,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"15,85,140",126.13,-
20-JUL-2026,CHAVDA,Chavda Infra Limited,NISHANT VIRENDRA SHAH,BUY,"1,78,000",109.77,-
20-JUL-2026,COMSYN,Commercial Syn Bags Ltd,ARIHANT CAPITAL MARKETS LIMITED,SELL,"5,14,333",208.71,-
20-JUL-2026,COMSYN,Commercial Syn Bags Ltd,ARIHANT CAPITAL MARKETS LIMITED,BUY,"6,52,867",208.01,-
20-JUL-2026,DAVANGERE,Davangere Sugar Company L,ARIHANT CAPITAL MARKETS LIMITED,BUY,"3,17,366",3.51,-
20-JUL-2026,DAVANGERE,Davangere Sugar Company L,ARIHANT CAPITAL MARKETS LIMITED,SELL,"76,95,008",3.41,-
20-JUL-2026,DYCL,Dynamic Cables Limited,GRT STRATEGIC VENTURES LLP,SELL,"3,25,844",432.93,-
20-JUL-2026,DYCL,Dynamic Cables Limited,GRT STRATEGIC VENTURES LLP,BUY,"3,25,844",432.69,-
20-JUL-2026,DYCL,Dynamic Cables Limited,HRTI PRIVATE LIMITED,SELL,"4,39,496",430.04,-
20-JUL-2026,DYCL,Dynamic Cables Limited,HRTI PRIVATE LIMITED,BUY,"4,74,663",432.07,-
20-JUL-2026,DYCL,Dynamic Cables Limited,IRAGE BROKING SERVICES LLP,SELL,"3,74,406",433.97,-
20-JUL-2026,DYCL,Dynamic Cables Limited,IRAGE BROKING SERVICES LLP,BUY,"5,13,789",437.83,-
20-JUL-2026,DYCL,Dynamic Cables Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"9,37,152",430.94,-
20-JUL-2026,DYCL,Dynamic Cables Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"9,38,057",431.17,-
20-JUL-2026,DYCL,Dynamic Cables Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"9,94,808",435.64,-
20-JUL-2026,DYCL,Dynamic Cables Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"9,94,808",436.11,-
20-JUL-2026,DYCL,Dynamic Cables Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"6,10,907",436.08,-
20-JUL-2026,DYCL,Dynamic Cables Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"6,10,907",435.90,-
20-JUL-2026,DYCL,Dynamic Cables Limited,QE SECURITIES LLP,SELL,"3,19,058",424.25,-
20-JUL-2026,DYCL,Dynamic Cables Limited,QE SECURITIES LLP,BUY,"3,28,467",427.72,-
20-JUL-2026,DYCL,Dynamic Cables Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"3,90,408",428.53,-
20-JUL-2026,DYCL,Dynamic Cables Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"3,90,408",427.90,-
20-JUL-2026,DYCL,Dynamic Cables Limited,VINSUL MAKARDI LTD,SELL,"2,93,632",431.04,-
20-JUL-2026,DYCL,Dynamic Cables Limited,VINSUL MAKARDI LTD,BUY,"2,93,632",430.88,-
20-JUL-2026,EEPL,Eppeltone Engineers Ltd,VINOD SOMANI,SELL,"90,000",104.51,-
20-JUL-2026,FEDDERSHOL,Fedders Holding Ltd.,BULLPULSE MARKETEDGE PRIVATE LIMITED,SELL,"11,68,080",48.07,-
20-JUL-2026,FEDDERSHOL,Fedders Holding Ltd.,BULLPULSE MARKETEDGE PRIVATE LIMITED,BUY,"11,68,084",47.83,-
20-JUL-2026,FINOPB,Fino Payments Bank Ltd,HRTI PRIVATE LIMITED,BUY,"4,21,694",169.16,-
20-JUL-2026,FINOPB,Fino Payments Bank Ltd,HRTI PRIVATE LIMITED,SELL,"4,45,051",168.97,-
20-JUL-2026,FINOPB,Fino Payments Bank Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"5,38,276",169.02,-
20-JUL-2026,FINOPB,Fino Payments Bank Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"5,38,410",168.96,-
20-JUL-2026,GANDHAR,Gandhar Oil Refine Ind L,NEOMILE GROWTH FUND - SERIES I,BUY,"8,64,082",224.80,-
20-JUL-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,BUY,"16,133",519.87,-
20-JUL-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,SELL,"2,89,323",521.65,-
20-JUL-2026,GNA,GNA Axles Limited,SEEHRA MANINDER SINGH,SELL,"4,71,000",534.99,-
20-JUL-2026,INTEGRITY,Integrity Infrabuild De L,REKHABEN MUKESHKUMAR SHAH,SELL,"24,000",162.00,-
20-JUL-2026,INTEGRITY,Integrity Infrabuild De L,VIRALI VICKY JHAVERI,BUY,"24,000",162.00,-
20-JUL-2026,ITDC,India Tour. Dev. Co. Ltd.,HRTI PRIVATE LIMITED,SELL,"5,77,998",788.95,-
20-JUL-2026,ITDC,India Tour. Dev. Co. Ltd.,HRTI PRIVATE LIMITED,BUY,"5,97,438",784.26,-
20-JUL-2026,ITDC,India Tour. Dev. Co. Ltd.,MICROCURVES TRADING PRIVATE LIMITED,SELL,"4,41,649",793.22,-
20-JUL-2026,ITDC,India Tour. Dev. Co. Ltd.,MICROCURVES TRADING PRIVATE LIMITED,BUY,"4,41,649",793.01,-
20-JUL-2026,ITDC,India Tour. Dev. Co. Ltd.,QE SECURITIES LLP,SELL,"4,67,380",790.56,-
20-JUL-2026,ITDC,India Tour. Dev. Co. Ltd.,QE SECURITIES LLP,BUY,"4,71,513",787.27,-
