Date,Symbol,SecurityName,ClientName,Buy/Sell,QuantityTraded,TradePrice/Wght.Avg.Price,Remarks
14-JUL-2026,DYCL,Dynamic Cables Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"2,81,111",394.56,-
14-JUL-2026,DYCL,Dynamic Cables Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"2,81,111",394.82,-
14-JUL-2026,DYCL,Dynamic Cables Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"4,46,084",395.18,-
14-JUL-2026,DYCL,Dynamic Cables Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"4,49,975",395.44,-
14-JUL-2026,DYCL,Dynamic Cables Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"3,22,956",397.60,-
14-JUL-2026,DYCL,Dynamic Cables Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"3,22,956",397.20,-
14-JUL-2026,DYCL,Dynamic Cables Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"2,89,583",396.94,-
14-JUL-2026,DYCL,Dynamic Cables Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"2,89,583",396.79,-
14-JUL-2026,DYCL,Dynamic Cables Limited,QE SECURITIES LLP,BUY,"2,45,580",392.81,-
14-JUL-2026,DYCL,Dynamic Cables Limited,QE SECURITIES LLP,SELL,"2,46,154",395.55,-
14-JUL-2026,DYCL,Dynamic Cables Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"2,52,101",396.04,-
14-JUL-2026,DYCL,Dynamic Cables Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"2,52,101",396.29,-
14-JUL-2026,EXIMROUTES,Exim Routes Limited,ALLINA  QURESHI,SELL,"1,98,400",110.00,-
14-JUL-2026,EXIMROUTES,Exim Routes Limited,BIMA PAY TECHNOLOGY PRIVATE LIMITED,BUY,"1,98,400",110.00,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"5,66,619",177.72,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"5,66,619",177.80,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,BLITZQUANT RESEARCH LLP,BUY,"9,78,587",180.87,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,BLITZQUANT RESEARCH LLP,SELL,"9,78,587",180.95,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,CLT RESEARCH TECH PRIVATE LTD,BUY,"6,94,451",180.11,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,CLT RESEARCH TECH PRIVATE LTD,SELL,"6,94,451",180.18,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,"14,99,942",179.07,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,"15,04,474",179.36,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,"9,90,366",179.79,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,"10,08,356",179.20,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,GRT STRATEGIC VENTURES LLP,BUY,"6,65,692",180.65,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,GRT STRATEGIC VENTURES LLP,SELL,"6,65,692",180.70,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,IMC INDIA SECURITIES PRIVATE LIMITED,SELL,"4,34,934",177.98,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,IMC INDIA SECURITIES PRIVATE LIMITED,BUY,"4,34,934",175.76,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,IRAGE BROKING SERVICES LLP,SELL,"7,17,911",179.37,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,IRAGE BROKING SERVICES LLP,BUY,"11,96,689",177.83,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"11,94,848",179.94,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"11,94,848",179.87,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"8,84,142",178.68,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"9,34,768",178.62,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,"23,40,374",180.26,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,"23,40,374",180.23,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"16,72,678",179.46,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"16,72,678",179.36,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,PUMA SECURITIES,BUY,"4,77,682",178.47,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,PUMA SECURITIES,SELL,"4,77,682",178.58,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,QE SECURITIES LLP,BUY,"13,29,490",179.64,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,QE SECURITIES LLP,SELL,"13,57,155",179.62,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,SHARE INDIA SECURITIES LIMITED,BUY,"4,39,498",182.16,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,SHARE INDIA SECURITIES LIMITED,SELL,"4,43,498",182.18,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"7,98,490",177.39,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"7,98,490",177.36,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,VINSUL MAKARDI LTD,BUY,"4,46,867",178.74,-
14-JUL-2026,FINOPB,Fino Payments Bank Ltd,VINSUL MAKARDI LTD,SELL,"4,46,867",178.97,-
14-JUL-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,BUY,"92,118",510.58,-
14-JUL-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,SELL,"1,21,142",508.05,-
14-JUL-2026,HARIOMPIPE,Hariom Pipe Industries L,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"1,95,456",416.25,-
14-JUL-2026,HARIOMPIPE,Hariom Pipe Industries L,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"1,97,529",415.81,-
14-JUL-2026,HARIOMPIPE,Hariom Pipe Industries L,MICROCURVES TRADING PRIVATE LIMITED,SELL,"1,80,990",420.20,-
14-JUL-2026,HARIOMPIPE,Hariom Pipe Industries L,MICROCURVES TRADING PRIVATE LIMITED,BUY,"1,80,990",419.99,-
14-JUL-2026,HARIOMPIPE,Hariom Pipe Industries L,QE SECURITIES LLP,SELL,"2,66,284",413.57,-
14-JUL-2026,HARIOMPIPE,Hariom Pipe Industries L,QE SECURITIES LLP,BUY,"2,67,958",415.59,-
14-JUL-2026,IKIO,IKIO Technologies Limited,HRTI PRIVATE LIMITED,BUY,"4,98,808",218.25,-
14-JUL-2026,IKIO,IKIO Technologies Limited,HRTI PRIVATE LIMITED,SELL,"5,05,837",219.64,-
14-JUL-2026,IKIO,IKIO Technologies Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"5,91,306",219.33,-
14-JUL-2026,IKIO,IKIO Technologies Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"5,93,470",219.46,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,BLITZQUANT RESEARCH LLP,SELL,"7,24,056",760.12,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,BLITZQUANT RESEARCH LLP,BUY,"7,24,056",759.81,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,"4,94,438",765.22,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,"4,94,438",764.52,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,"8,66,392",763.68,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,"8,69,392",762.85,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,GRT STRATEGIC VENTURES LLP,SELL,"5,21,724",763.39,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,GRT STRATEGIC VENTURES LLP,BUY,"5,21,724",763.03,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,IRAGE BROKING SERVICES LLP,SELL,"11,20,214",762.39,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,IRAGE BROKING SERVICES LLP,BUY,"14,07,094",763.37,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"5,48,114",765.06,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"5,48,114",764.38,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"6,28,569",763.39,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"6,31,707",763.98,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,MICROCURVES TRADING PRIVATE LIMITED,BUY,"15,48,791",763.66,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,MICROCURVES TRADING PRIVATE LIMITED,SELL,"15,48,791",764.10,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,MUSIGMA SECURITIES,BUY,"6,51,383",765.50,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,MUSIGMA SECURITIES,SELL,"6,51,383",765.79,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"15,71,519",761.95,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"15,71,519",761.61,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,QE SECURITIES LLP,BUY,"10,40,496",760.54,-
14-JUL-2026,JUSTDIAL,Justdial Ltd.,QE SECURITIES LLP,SELL,"10,63,487",759.97,-
14-JUL-2026,KALYANKJIL,Kalyan Jewellers Ind Ltd,GRAVITON RESEARCH CAPITAL LLP,SELL,"86,91,207",523.59,-
14-JUL-2026,KALYANKJIL,Kalyan Jewellers Ind Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,"86,91,207",523.63,-
14-JUL-2026,KALYANKJIL,Kalyan Jewellers Ind Ltd,HRTI PRIVATE LIMITED,BUY,"53,49,531",525.44,-
14-JUL-2026,KALYANKJIL,Kalyan Jewellers Ind Ltd,HRTI PRIVATE LIMITED,SELL,"58,61,604",525.05,-
14-JUL-2026,KCK,Kck Industries Limited,SATYAJIT SHIVAJIRAO NAIK,SELL,"15,000",15.88,-
14-JUL-2026,KCK,Kck Industries Limited,SATYAJIT SHIVAJIRAO NAIK,BUY,"4,70,000",16.11,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,IRAGE BROKING SERVICES LLP,SELL,"2,16,905",481.73,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,IRAGE BROKING SERVICES LLP,BUY,"2,42,069",482.41,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"2,69,547",481.46,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"2,76,857",481.51,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"4,32,782",482.92,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"4,32,782",482.77,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"4,20,851",481.77,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"4,21,991",481.54,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"2,87,523",476.75,-
14-JUL-2026,LANDMARK,Landmark Cars Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"2,87,523",476.32,-
14-JUL-2026,MOBIKWIK,One Mobikwik Systems Ltd,HRTI PRIVATE LIMITED,BUY,"2,91,834",229.70,-
14-JUL-2026,MOBIKWIK,One Mobikwik Systems Ltd,HRTI PRIVATE LIMITED,SELL,"4,24,842",228.48,-
14-JUL-2026,MPEL,Manas Polymer N Energie L,AMIT CHAUDHARY,BUY,"48,000",40.05,-
14-JUL-2026,MPEL,Manas Polymer N Energie L,AMIT CHAUDHARY,SELL,"49,600",40.00,-
14-JUL-2026,MPEL,Manas Polymer N Energie L,ARUN GAHLOT,SELL,"48,000",40.05,-
14-JUL-2026,MUNISH,Munish Forge Limited,CAPACIOUS WEALTH MANAGEMENT LLP,SELL,"1,89,600",69.05,-
14-JUL-2026,MUNISH,Munish Forge Limited,NEHA MADHOK,BUY,"1,45,200",69.00,-
14-JUL-2026,MUNISH,Munish Forge Limited,VIPIN DAGA,SELL,"1,57,200",69.00,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"5,23,283",289.15,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"5,23,283",288.99,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,HRTI PRIVATE LIMITED,SELL,"3,37,140",288.56,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,HRTI PRIVATE LIMITED,BUY,"3,46,405",287.74,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"2,92,470",288.17,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"2,92,470",288.29,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"4,36,540",288.91,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"4,40,486",288.70,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,"5,66,551",290.13,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,"5,66,551",289.94,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,MUSIGMA SECURITIES,SELL,"2,48,257",290.76,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,MUSIGMA SECURITIES,BUY,"2,48,257",290.70,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"5,86,416",288.68,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"5,86,416",288.81,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,PUMA SECURITIES,SELL,"2,31,876",288.92,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,PUMA SECURITIES,BUY,"2,31,876",288.95,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,QE SECURITIES LLP,BUY,"3,46,141",288.81,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,QE SECURITIES LLP,SELL,"3,52,986",289.52,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,VINSUL MAKARDI LTD,SELL,"2,64,623",288.55,-
14-JUL-2026,ORIENTTECH,Orient Technologies Ltd,VINSUL MAKARDI LTD,BUY,"2,64,623",288.08,-
14-JUL-2026,PPSL,Picturepost Studios Ltd,SHAILENDRA ISHWARDAS CHANDGOTIA,SELL,"7,29,000",2.39,-
14-JUL-2026,PRANIK,Pranik Logistics Limited,ALLINA  QURESHI,SELL,"96,000",43.00,-
14-JUL-2026,PRANIK,Pranik Logistics Limited,BIMA PAY TECHNOLOGY PRIVATE LIMITED,BUY,"96,000",43.00,-
14-JUL-2026,RADIOWALLA,Radiowalla Network Ltd,AMRITAANSHU AGRAWAL,BUY,"1,47,200",24.54,-
14-JUL-2026,RADIOWALLA,Radiowalla Network Ltd,BENGAL FINANCE & INVESTMENT PRIVATE LIMITED,SELL,"1,44,000",24.50,-
14-JUL-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,SELL,"1,55,583",858.09,-
14-JUL-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,BUY,"1,88,764",849.61,-
14-JUL-2026,SATKARTAR,Sat Kartar Life Limited,ALLINA  QURESHI,SELL,"1,60,000",132.50,-
14-JUL-2026,SATKARTAR,Sat Kartar Life Limited,BIMA PAY TECHNOLOGY PRIVATE LIMITED,BUY,"1,60,000",132.50,-
14-JUL-2026,SGFIN,SG Finserve Limited,CLASSIC ENTERPRISES,SELL,"3,24,456",628.57,-
14-JUL-2026,SINTERCOM,Sintercom India Limited,BELLWETHER CAPITAL PRIVATE LIMITED,SELL,"2,30,000",77.00,-
14-JUL-2026,SUMEET-RE,Sumeet Industries Ltd,AJAY MITTAL,BUY,"19,50,000",2.50,-
14-JUL-2026,SUMEET-RE,Sumeet Industries Ltd,NEO APEX SHARE BROKING SERVICES LLP,BUY,"11,25,000",2.50,-
14-JUL-2026,SUMEET-RE,Sumeet Industries Ltd,PADMINI POLYTEX PRIVATE LIMITED,SELL,"1,57,50,000",2.50,-
14-JUL-2026,SUMEET-RE,Sumeet Industries Ltd,PRIJAL TRADEFIN LLP,BUY,"1,00,000",2.52,-
14-JUL-2026,SUMEET-RE,Sumeet Industries Ltd,PRIJAL TRADEFIN LLP,SELL,"9,40,000",2.61,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,HRTI PRIVATE LIMITED,BUY,"6,27,298",251.77,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,HRTI PRIVATE LIMITED,SELL,"6,52,242",250.90,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"8,69,864",253.30,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"8,77,361",253.33,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,"5,59,879",253.42,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,"5,59,879",253.54,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"4,41,740",256.33,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"4,41,740",256.18,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,QE SECURITIES LLP,SELL,"6,21,443",251.52,-
14-JUL-2026,TBZ,Trib Bhimji Zaveri Ltd,QE SECURITIES LLP,BUY,"6,36,739",252.95,-
14-JUL-2026,WANBURY,Wanbury Limited,GRT STRATEGIC VENTURES LLP,SELL,"1,75,309",338.66,-
14-JUL-2026,WANBURY,Wanbury Limited,GRT STRATEGIC VENTURES LLP,BUY,"1,75,309",338.33,-
14-JUL-2026,WANBURY,Wanbury Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"3,24,712",337.78,-
14-JUL-2026,WANBURY,Wanbury Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"3,29,561",338.14,-
14-JUL-2026,WANBURY,Wanbury Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"1,76,345",336.68,-
14-JUL-2026,WANBURY,Wanbury Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"1,76,345",336.91,-
14-JUL-2026,WANBURY,Wanbury Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"1,75,081",338.88,-
14-JUL-2026,WANBURY,Wanbury Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"1,75,081",338.92,-
14-JUL-2026,YATHARTH,Yatharth Hosp & Tra C S L,CLASSIC ENTERPRISES,SELL,"5,00,000",814.35,-
14-JUL-2026,YATHARTH,Yatharth Hosp & Tra C S L,HR GLOBAL MANUFACTURING PRIVATE LIMITED,BUY,"5,00,000",814.72,-
14-JUL-2026,ZENSARTECH,Zensar Technologies -Depo,HRTI PRIVATE LIMITED,BUY,"9,99,636",539.85,-
14-JUL-2026,ZENSARTECH,Zensar Technologies -Depo,HRTI PRIVATE LIMITED,SELL,"11,70,881",542.66,-
15-JUL-2026,ACCORD,Accord Synergy Limited,GREEN PEAKS ENTERPRISES LLP,BUY,"12,000",210.65,-
15-JUL-2026,ACCORD,Accord Synergy Limited,GREEN PEAKS ENTERPRISES LLP,SELL,"18,000",210.36,-
15-JUL-2026,AMBAAUTO,Amba Auto Sales and Ser L,ANISH RAMJI SHAH,SELL,"96,000",86.53,-
15-JUL-2026,ATALREAL,Atal Realtech Limited,ACHINTYA SECURITIES LIMITED,BUY,"7,00,000",29.49,-
15-JUL-2026,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,BUY,"7,98,091",29.17,-
15-JUL-2026,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,SELL,"7,98,091",29.34,-
15-JUL-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,SELL,"7,74,605",29.46,-
15-JUL-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,BUY,"10,25,313",29.40,-
15-JUL-2026,BALUFORGE,Balu Forge Industries Ltd,L7 SECURITIES PRIVATE LIMITED,SELL,"7,15,000",448.84,-
15-JUL-2026,BALUFORGE,Balu Forge Industries Ltd,SNORD TRADING PRIVATE LIMITED,BUY,"7,15,000",448.86,-
15-JUL-2026,BECTORFOOD,Mrs Bectors Food Spe Ltd,ABAKKUS  INVESTMENT MANAGERS PRIVATE LIMITED,BUY,"29,39,588",168.97,-
15-JUL-2026,COMSYN,Commercial Syn Bags Ltd,L7 SECURITIES PRIVATE LIMITED,SELL,"2,72,285",191.31,-
15-JUL-2026,COMSYN,Commercial Syn Bags Ltd,TRADEFLOW DYNAMICS PRIVATE LIMITED,BUY,"2,72,285",191.31,-
15-JUL-2026,ELIN,Elin Electronics Limited,GRT STRATEGIC VENTURES LLP,SELL,"2,60,101",113.85,-
15-JUL-2026,ELIN,Elin Electronics Limited,GRT STRATEGIC VENTURES LLP,BUY,"2,60,101",113.77,-
15-JUL-2026,ELIN,Elin Electronics Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"4,32,187",113.69,-
15-JUL-2026,ELIN,Elin Electronics Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"4,32,187",113.60,-
15-JUL-2026,ELIN,Elin Electronics Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"3,61,167",114.11,-
15-JUL-2026,ELIN,Elin Electronics Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"3,61,167",114.10,-
15-JUL-2026,FEDDERSHOL,Fedders Holding Ltd.,BULLPULSE MARKETEDGE PRIVATE LIMITED,SELL,"16,35,195",47.15,-
15-JUL-2026,FEDDERSHOL,Fedders Holding Ltd.,BULLPULSE MARKETEDGE PRIVATE LIMITED,BUY,"16,35,195",48.22,-
15-JUL-2026,FINOPB,Fino Payments Bank Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,"4,21,511",176.10,-
15-JUL-2026,FINOPB,Fino Payments Bank Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,"4,36,364",175.15,-
15-JUL-2026,FINOPB,Fino Payments Bank Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,"4,49,662",177.30,-
15-JUL-2026,FINOPB,Fino Payments Bank Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,"4,72,662",178.47,-
15-JUL-2026,FINOPB,Fino Payments Bank Ltd,HRTI PRIVATE LIMITED,SELL,"7,01,989",177.05,-
15-JUL-2026,FINOPB,Fino Payments Bank Ltd,HRTI PRIVATE LIMITED,BUY,"7,61,130",174.13,-
15-JUL-2026,FINOPB,Fino Payments Bank Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"10,40,106",175.74,-
