Date,Symbol,SecurityName,ClientName,Buy/Sell,QuantityTraded,TradePrice/Wght.Avg.Price,Remarks
29-JUN-2026,BANG,Bang Overseas Limited,IMC INDIA SECURITIES PRIVATE LIMITED,SELL,"31,327",27.41,-
29-JUN-2026,BANG,Bang Overseas Limited,IMC INDIA SECURITIES PRIVATE LIMITED,BUY,"78,885",27.13,-
29-JUN-2026,BANG,Bang Overseas Limited,NEO APEX SHARE BROKING SERVICES LLP,SELL,"70,367",27.04,-
29-JUN-2026,BANG,Bang Overseas Limited,NEO APEX SHARE BROKING SERVICES LLP,BUY,"70,367",26.06,-
29-JUN-2026,BANG,Bang Overseas Limited,NISHANT PITTI,SELL,"5,37,776",27.02,-
29-JUN-2026,BANG,Bang Overseas Limited,SHARE INDIA SECURITIES LIMITED,BUY,"77,854",27.05,-
29-JUN-2026,BANG,Bang Overseas Limited,SHARE INDIA SECURITIES LIMITED,SELL,"78,854",27.20,-
29-JUN-2026,BANG,Bang Overseas Limited,SWAY FINANCIAL SERVICES,SELL,"70,293",27.39,-
29-JUN-2026,BANG,Bang Overseas Limited,SWAY FINANCIAL SERVICES,BUY,"1,73,190",27.05,-
29-JUN-2026,BLISSGVS,Bliss GVS Pharma Ltd,ARIAN INVESTMENT LTD,SELL,"11,50,000",490.00,-
29-JUN-2026,BLISSGVS,Bliss GVS Pharma Ltd,MATEUS LTD,BUY,"11,50,000",490.00,-
29-JUN-2026,CONNPLEX,Connplex Cinemas Limited,EXCELLENT SHARES AND FINANCE SERVICES PRIVATE LIMITED,BUY,"1,00,000",200.72,-
29-JUN-2026,CONNPLEX,Connplex Cinemas Limited,SHALIN ATULKUMAR PARIKH,SELL,"1,04,800",200.38,-
29-JUN-2026,EMAPARTNER,EMA Partners India Ltd,NEGEN UNDISCOVERED VALUE FUND,SELL,"1,15,000",89.98,-
29-JUN-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,BUY,"75,772",418.99,-
29-JUN-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,SELL,"1,44,600",419.77,-
29-JUN-2026,GNRL,Gujarat Natural Res L,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"7,16,082",114.39,-
29-JUN-2026,GNRL,Gujarat Natural Res L,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"7,16,082",114.33,-
29-JUN-2026,GOCOLORS,Go Fashion India Ltd,RAMDOOT REALTORS PVT LTD,SELL,"2,73,225",397.13,-
29-JUN-2026,GOCOLORS,Go Fashion India Ltd,RAMDOOT REALTORS PVT LTD,BUY,"3,65,123",396.44,-
29-JUN-2026,GOODLUCK,Goodluck India Limited,MANISH GARG,SELL,"2,90,000","1,420.81",-
29-JUN-2026,GOODLUCK,Goodluck India Limited,SAGEONE - FLAGSHIP GROWTH OE FUND,BUY,"2,50,000","1,420.00",-
29-JUN-2026,MADHUSUDAN,Madhusudan Masala Limited,COMPACT STRUCTURE FUND,SELL,"94,000",215.91,-
29-JUN-2026,MAGSON,Magson Retail And Dist L,MANISH SHIVNARAYAN PANCHOLI,SELL,"1,00,000",169.97,-
29-JUN-2026,MAGSON,Magson Retail And Dist L,SERA INVESTMENTS & FINANCE INDIA LIMITED,BUY,"97,000",170.00,-
29-JUN-2026,MAHSEAMLES,Maha Seamless Ltd,ODD & EVEN TRADES & FINANCE  LIMITED,BUY,"12,60,974",619.43,-
29-JUN-2026,MAHSEAMLES,Maha Seamless Ltd,SAKET JINDAL,SELL,"12,70,000",619.38,-
29-JUN-2026,MARKOLINES,Markolines Pavement Tec L,HI KLASS TRADING & INVESTMENT LIMITED,SELL,"74,322",178.41,-
29-JUN-2026,MARKOLINES,Markolines Pavement Tec L,HI KLASS TRADING & INVESTMENT LIMITED,BUY,"1,63,824",178.49,-
29-JUN-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,BUY,"1,55,945",177.56,-
29-JUN-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,SELL,"1,55,945",177.86,-
29-JUN-2026,MCX,Multi Commodity Exchange,UTI MUTUAL FUND,BUY,"14,65,941","2,899.23",-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,D3 STOCK VISION LLP,SELL,"1,58,263",107.27,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,D3 STOCK VISION LLP,BUY,"1,58,263",106.42,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,DHEERAJ LOHIA,BUY,"53,269",110.19,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,BUY,"1,17,270",106.85,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,MONEYLEADER FINANCE INDIA PRIVATE LIMITED,SELL,"1,77,195",106.35,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,NEO APEX SHARE BROKING SERVICES LLP,SELL,"3,00,000",108.02,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,NEO APEX SHARE BROKING SERVICES LLP,BUY,"3,00,000",105.63,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,NEO APEX VENTURE LLP,BUY,"1,18,245",106.60,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,NEO APEX VENTURE LLP,SELL,"1,19,487",107.90,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,NISHANT  PITTI,SELL,"5,59,213",107.73,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,RIKANT  PITTIE,SELL,"1,08,500",105.65,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,SAKSHI  PITTI,SELL,"56,000",105.53,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,SHANTI KUMAR SARAOGI,BUY,"74,826",110.07,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,SONAL LOHIA,BUY,"59,300",106.27,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,SWAY FINANCIAL SERVICES,SELL,"49,810",109.50,-
29-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,SWAY FINANCIAL SERVICES,BUY,"88,406",109.63,-
29-JUN-2026,NARMADA,Narmada Agrobase Limited,MSB E TRADE SECURITIES LIMITED,SELL,"2,97,008",40.81,-
29-JUN-2026,NARMADA,Narmada Agrobase Limited,MSB E TRADE SECURITIES LIMITED,BUY,"2,97,008",42.07,-
29-JUN-2026,NARMADA,Narmada Agrobase Limited,QE SECURITIES LLP,SELL,"2,16,725",41.79,-
29-JUN-2026,NARMADA,Narmada Agrobase Limited,QE SECURITIES LLP,BUY,"2,18,915",41.51,-
29-JUN-2026,NARMADA,Narmada Agrobase Limited,RATHOD MANOJ CHHAGANLAL HUF,SELL,"4,81,481",41.94,-
29-JUN-2026,NARMADA,Narmada Agrobase Limited,RATHOD MANOJ CHHAGANLAL HUF,BUY,"4,82,839",41.92,-
29-JUN-2026,OMAXE,Omaxe Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"10,59,414",88.64,-
29-JUN-2026,OMAXE,Omaxe Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"10,59,414",88.57,-
29-JUN-2026,OMAXE,Omaxe Limited,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,SELL,"8,70,588",92.85,-
29-JUN-2026,OMAXE,Omaxe Limited,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,BUY,"9,70,588",92.51,-
29-JUN-2026,ONYX,Onyx Biotec Limited,NEHA BAGLA,SELL,"2,24,000",38.90,-
29-JUN-2026,PIXTRANS,Pix Transmissions Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"1,03,420","1,872.80",-
29-JUN-2026,PIXTRANS,Pix Transmissions Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"1,03,742","1,873.99",-
29-JUN-2026,POCL,Pondy Oxides & Chem Ltd,ICICI PRUDENTIAL MUTUAL FUND,BUY,"4,72,000","1,270.00",-
29-JUN-2026,POCL,Pondy Oxides & Chem Ltd,MANJU BANSAL,SELL,"9,00,000","1,270.27",-
29-JUN-2026,POCL,Pondy Oxides & Chem Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,SELL,"1,64,795","1,295.02",-
29-JUN-2026,POCL,Pondy Oxides & Chem Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,BUY,"1,64,795","1,270.54",-
29-JUN-2026,PPL,Prakash Pipes Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"2,04,063",298.03,-
29-JUN-2026,PPL,Prakash Pipes Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"2,04,063",297.87,-
29-JUN-2026,PPL,Prakash Pipes Limited,QE SECURITIES LLP,BUY,"1,16,902",294.25,-
29-JUN-2026,PPL,Prakash Pipes Limited,QE SECURITIES LLP,SELL,"1,22,013",296.29,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,BLITZQUANT RESEARCH LLP,SELL,"1,97,851",758.39,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,BLITZQUANT RESEARCH LLP,BUY,"1,97,851",758.06,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,"4,64,587",768.19,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,"4,65,087",769.30,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,"5,56,519",763.27,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,"5,60,616",763.50,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,GRT STRATEGIC VENTURES LLP,SELL,"2,30,907",777.57,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,GRT STRATEGIC VENTURES LLP,BUY,"2,30,907",777.31,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,SELL,"9,45,159",768.61,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,BUY,"9,69,642",766.56,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,IRAGE BROKING SERVICES LLP,BUY,"5,19,570",768.21,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,IRAGE BROKING SERVICES LLP,SELL,"5,84,349",768.31,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"4,60,828",771.10,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"4,60,828",769.84,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"17,05,845",766.52,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"17,08,904",766.93,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"16,98,578",769.98,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"16,98,578",769.53,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,MUSIGMA SECURITIES,BUY,"2,86,212",777.22,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,MUSIGMA SECURITIES,SELL,"2,86,212",777.25,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"9,92,754",769.60,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"9,92,756",769.97,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,OREGON PUBLIC EMPLOYEES RETIREMENT SYSTEM,BUY,"1,90,773",772.40,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,PUMA SECURITIES,BUY,"4,35,601",774.44,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,PUMA SECURITIES,SELL,"4,35,601",774.58,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,QE SECURITIES LLP,SELL,"10,44,558",765.43,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,QE SECURITIES LLP,BUY,"10,46,236",763.83,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,SHARE INDIA SECURITIES LIMITED,SELL,"2,50,136",772.26,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,SHARE INDIA SECURITIES LIMITED,BUY,"2,51,136",773.52,-
29-JUN-2026,RAMCOSYS,Ramco Systems Limited,ZEN SECURITIES LIMITED,SELL,"2,39,155",785.40,-
29-JUN-2026,RICHA,Richa Info Systems Ltd,ABHINANDAN WEALTH MANAGEMENT PRIVATE LIMITED,BUY,"1,15,000",91.00,-
29-JUN-2026,RICHA,Richa Info Systems Ltd,KESAR SERVICES,SELL,"89,000",91.00,-
29-JUN-2026,RIIL,Reliance Indl Infra Ltd,INFINITY DATA TECHNOLOGIES PRIVATE LIMITED,BUY,"1,28,476",850.12,-
29-JUN-2026,RIIL,Reliance Indl Infra Ltd,INFINITY DATA TECHNOLOGIES PRIVATE LIMITED,SELL,"1,60,087",840.65,-
29-JUN-2026,SAKSOFT,Saksoft Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"9,28,601",174.31,-
29-JUN-2026,SAKSOFT,Saksoft Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"9,28,601",173.97,-
29-JUN-2026,SAKSOFT,Saksoft Limited,BLITZQUANT RESEARCH LLP,SELL,"8,64,791",176.38,-
29-JUN-2026,SAKSOFT,Saksoft Limited,BLITZQUANT RESEARCH LLP,BUY,"8,64,791",176.32,-
29-JUN-2026,SAKSOFT,Saksoft Limited,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,"11,23,526",179.42,-
29-JUN-2026,SAKSOFT,Saksoft Limited,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,"11,23,596",179.73,-
29-JUN-2026,SAKSOFT,Saksoft Limited,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,"17,89,674",176.57,-
29-JUN-2026,SAKSOFT,Saksoft Limited,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,"17,96,988",176.88,-
29-JUN-2026,SAKSOFT,Saksoft Limited,HRTI PRIVATE LIMITED,SELL,"9,74,373",174.92,-
29-JUN-2026,SAKSOFT,Saksoft Limited,HRTI PRIVATE LIMITED,BUY,"10,94,858",176.72,-
29-JUN-2026,SAKSOFT,Saksoft Limited,IRAGE BROKING SERVICES LLP,SELL,"6,55,508",177.26,-
29-JUN-2026,SAKSOFT,Saksoft Limited,IRAGE BROKING SERVICES LLP,BUY,"9,01,895",175.96,-
29-JUN-2026,SAKSOFT,Saksoft Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"10,26,890",178.62,-
29-JUN-2026,SAKSOFT,Saksoft Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"10,26,890",178.48,-
29-JUN-2026,SAKSOFT,Saksoft Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"41,04,860",176.27,-
29-JUN-2026,SAKSOFT,Saksoft Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"41,05,264",176.17,-
29-JUN-2026,SAKSOFT,Saksoft Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"39,82,340",177.46,-
29-JUN-2026,SAKSOFT,Saksoft Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"39,82,340",177.58,-
29-JUN-2026,SAKSOFT,Saksoft Limited,MUSIGMA SECURITIES,SELL,"7,62,245",181.59,-
29-JUN-2026,SAKSOFT,Saksoft Limited,MUSIGMA SECURITIES,BUY,"7,62,245",181.50,-
29-JUN-2026,SAKSOFT,Saksoft Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"22,47,185",177.67,-
29-JUN-2026,SAKSOFT,Saksoft Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"22,47,185",177.55,-
29-JUN-2026,SAKSOFT,Saksoft Limited,PUMA SECURITIES,SELL,"7,28,958",177.59,-
29-JUN-2026,SAKSOFT,Saksoft Limited,PUMA SECURITIES,BUY,"7,28,958",177.44,-
29-JUN-2026,SAKSOFT,Saksoft Limited,QE SECURITIES LLP,SELL,"21,73,530",175.26,-
29-JUN-2026,SAKSOFT,Saksoft Limited,QE SECURITIES LLP,BUY,"21,74,599",174.49,-
29-JUN-2026,TICL,Twamev Cons and Infra Ltd,SHILPI GUPTA,SELL,"8,06,624",15.69,-
29-JUN-2026,UMESLTD,Usha Martin Edu & Sol Ltd,DAIZY WEALTHEDGE ADVISORS,SELL,"6,67,262",5.45,-
29-JUN-2026,UMESLTD,Usha Martin Edu & Sol Ltd,NETLINK SOLUTIONS (INDIA) LIMITED,BUY,"6,70,000",5.45,-
29-JUN-2026,URAVIDEF,URAVI DEFENCE & TECH LTD,VINEY CORPORATION  LIMITED,SELL,"1,56,072",116.00,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,HRTI PRIVATE LIMITED,BUY,"14,12,149",75.79,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,HRTI PRIVATE LIMITED,SELL,"14,98,278",76.09,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"14,24,152",76.09,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"14,25,273",76.05,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,"23,25,081",76.23,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,"23,25,081",76.20,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"17,37,793",76.19,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"17,37,793",76.17,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,QE SECURITIES LLP,SELL,"20,85,779",76.22,-
29-JUN-2026,VIKRAN,Vikran Engineering Ltd,QE SECURITIES LLP,BUY,"21,24,856",76.01,-
29-JUN-2026,ZTECH,Z-Tech (India) Limited,SETU SECURITIES PVT LTD,BUY,"93,600",615.38,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,SELL,"9,32,394",28.13,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,BUY,"9,32,394",28.18,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,BUY,"9,08,000",28.20,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,SELL,"14,00,803",28.19,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,BULLPULSE MARKETEDGE PRIVATE LIMITED,BUY,"7,47,250",28.08,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,BULLPULSE MARKETEDGE PRIVATE LIMITED,SELL,"7,47,250",28.01,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,L7 HITECH PRIVATE LIMITED,BUY,"9,00,000",28.28,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,MANISH N THAKUR,SELL,"14,61,488",28.28,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,QE SECURITIES LLP,SELL,"6,09,429",28.15,-
30-JUN-2026,ATALREAL,Atal Realtech Limited,QE SECURITIES LLP,BUY,"6,53,245",28.22,-
30-JUN-2026,BANG,Bang Overseas Limited,SANDEEP JAIN,BUY,"84,909",28.70,-
30-JUN-2026,BANG,Bang Overseas Limited,SWAY FINANCIAL SERVICES,BUY,534,28.30,-
30-JUN-2026,BANG,Bang Overseas Limited,SWAY FINANCIAL SERVICES,SELL,"97,564",28.84,-
30-JUN-2026,DIGIKORE,Digikore Studios Limited,K3 FORTUNE LLP,BUY,"92,000",54.14,-
30-JUN-2026,DIGIKORE,Digikore Studios Limited,K3 FORTUNE LLP,SELL,"92,000",48.68,-
30-JUN-2026,DIVGIITTS,Divgi Torqtransfer Syst L,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"1,58,892",985.24,-
30-JUN-2026,DIVGIITTS,Divgi Torqtransfer Syst L,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"1,62,009",984.64,-
30-JUN-2026,DIVGIITTS,Divgi Torqtransfer Syst L,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"2,61,870",982.19,-
30-JUN-2026,DIVGIITTS,Divgi Torqtransfer Syst L,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"2,61,870",981.63,-
30-JUN-2026,DIVGIITTS,Divgi Torqtransfer Syst L,NRJN FAMILY TRUST,SELL,"1,75,000",964.73,-
30-JUN-2026,DIVGIITTS,Divgi Torqtransfer Syst L,QE SECURITIES LLP,SELL,"1,65,832",980.87,-
30-JUN-2026,DIVGIITTS,Divgi Torqtransfer Syst L,QE SECURITIES LLP,BUY,"1,67,611",982.48,-
30-JUN-2026,FILATFASH,Filatex Fashions Limited,PRABHAT  SETHIA,SELL,"7,20,74,154",0.18,-
30-JUN-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,SELL,"71,845",430.97,-
30-JUN-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,BUY,"1,24,249",429.98,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,BUOYANT OPPORTUNITIES STRATEGY,BUY,"22,41,379",290.00,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,BUOYANT OPPORTUNITIES STRATEGY-III,BUY,"22,41,379",290.00,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,CHISWICK INVESTMENT PTE LTD,SELL,"1,03,44,827",290.00,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,D3 STOCK VISION LLP,BUY,"5,30,658",292.48,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,D3 STOCK VISION LLP,SELL,"20,50,659",288.39,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,IRAGE BROKING SERVICES LLP,BUY,"7,07,127",290.98,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,IRAGE BROKING SERVICES LLP,SELL,"38,95,374",287.50,-
