Date,Symbol,SecurityName,ClientName,Buy/Sell,QuantityTraded,TradePrice/Wght.Avg.Price,Remarks
21-MAY-2026,JAYBARMARU,Jay Bharat Maruti Ltd,IRAGE BROKING SERVICES LLP,BUY,"6,13,562",117.02,-
21-MAY-2026,JAYBARMARU,Jay Bharat Maruti Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"5,94,091",117.39,-
21-MAY-2026,JAYBARMARU,Jay Bharat Maruti Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"5,95,689",117.25,-
21-MAY-2026,JAYBARMARU,Jay Bharat Maruti Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,"9,99,389",117.59,-
21-MAY-2026,JAYBARMARU,Jay Bharat Maruti Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,"9,99,389",117.48,-
21-MAY-2026,JAYBARMARU,Jay Bharat Maruti Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"13,39,539",117.31,-
21-MAY-2026,JAYBARMARU,Jay Bharat Maruti Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"13,39,539",117.37,-
21-MAY-2026,JAYBARMARU,Jay Bharat Maruti Ltd,QE SECURITIES LLP,SELL,"7,93,489",117.10,-
21-MAY-2026,JAYBARMARU,Jay Bharat Maruti Ltd,QE SECURITIES LLP,BUY,"8,00,623",117.28,-
21-MAY-2026,JAYESH,Jayesh Logistics Limited,SHINE STAR BUILD CAP PVT LTD,SELL,"54,000",170.04,-
21-MAY-2026,JINDRILL,Jindal Drilling And Indus,HRTI PRIVATE LIMITED,BUY,"1,71,792",647.34,-
21-MAY-2026,JINDRILL,Jindal Drilling And Indus,HRTI PRIVATE LIMITED,SELL,"1,88,578",651.61,-
21-MAY-2026,JINDRILL,Jindal Drilling And Indus,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"1,50,561",645.08,-
21-MAY-2026,JINDRILL,Jindal Drilling And Indus,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"1,50,617",645.70,-
21-MAY-2026,KCEIL,Kay Cee Energy & Infra L,NEO APEX SHARE BROKING SERVICES LLP,BUY,"87,500",103.55,-
21-MAY-2026,KCEIL,Kay Cee Energy & Infra L,PRATEEK CHATURVEDI,SELL,"72,000",103.55,-
21-MAY-2026,KOTYARK,Kotyark Industries Ltd,SHILPA HARSHIT TALATI,SELL,"83,000",460.00,-
21-MAY-2026,LEMERITE,Le Merite Exports Limited,MITALI JASAPARA,BUY,"1,37,060",376.85,-
21-MAY-2026,MACOBSTECH,Macobs Technologies Ltd,GOLDENDUNES BUILDERS AND DEVELOPERS PRIVATE LIMITED,BUY,"1,49,600",239.30,-
21-MAY-2026,MACOBSTECH,Macobs Technologies Ltd,RAMAN  TALWAR,SELL,"1,49,600",239.27,-
21-MAY-2026,MANGLMCEM,Mangalam Cement Ltd,LOK PRAKASHAN LTD,SELL,"2,12,579",830.40,-
21-MAY-2026,MOBIKWIK,One Mobikwik Systems Ltd,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,BUY,"3,66,470",200.63,-
21-MAY-2026,MOBIKWIK,One Mobikwik Systems Ltd,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,SELL,"9,08,587",198.34,-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,HRTI PRIVATE LIMITED,BUY,"2,28,881","7,787.30",-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,HRTI PRIVATE LIMITED,SELL,"2,30,663","7,808.76",-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"2,56,022","7,785.60",-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"2,56,022","7,810.44",-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"1,67,904","7,821.69",-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"1,68,548","7,816.64",-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"2,12,666","7,841.32",-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"2,12,666","7,844.75",-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,QE SECURITIES LLP,BUY,"1,75,643","7,790.39",-
21-MAY-2026,MTARTECH,MTAR Technologies Limited,QE SECURITIES LLP,SELL,"1,81,565","7,790.95",-
21-MAY-2026,MYMUDRA,My Mudra Fincorp Limited,RGSL INVESTMENT LVF 1,BUY,"62,400",72.06,-
21-MAY-2026,NIBE,NIBE Limited,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,SELL,"1,14,531","1,388.95",-
21-MAY-2026,NIBE,NIBE Limited,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,BUY,"1,14,531","1,338.21",-
21-MAY-2026,NRVANDANA,N R Vandana Tex Ind Ltd,MATALIA STOCK BROKING PRIVATE LIMITED,SELL,"1,92,000",59.71,-
21-MAY-2026,NRVANDANA,N R Vandana Tex Ind Ltd,MATALIA STOCK BROKING PRIVATE LIMITED,BUY,"1,98,000",63.86,-
21-MAY-2026,PRAMARA,Pramara Promotions Ltd,NEO APEX SHARE BROKING SERVICES LLP,SELL,"75,500",209.60,-
21-MAY-2026,PRAMARA,Pramara Promotions Ltd,NEO APEX SHARE BROKING SERVICES LLP,BUY,"1,12,500",197.91,-
21-MAY-2026,PRAMARA,Pramara Promotions Ltd,NIRAJ RAJNIKANT SHAH,SELL,"1,00,000",197.90,-
21-MAY-2026,RFBL,RFBL Flexi Pack Limited,JAGID VANITABEN RAJENDRAPRASAD,BUY,"96,000",60.70,-
21-MAY-2026,RFBL,RFBL Flexi Pack Limited,JAGID VANITABEN RAJENDRAPRASAD,SELL,"1,89,000",60.70,-
21-MAY-2026,RFBL,RFBL Flexi Pack Limited,MNM STOCK BROKING PVT LTD,SELL,"2,58,000",60.70,-
21-MAY-2026,RFBL,RFBL Flexi Pack Limited,RATHOD DIGVIJAYSINH RAJENDRASINH,SELL,"75,000",60.70,-
21-MAY-2026,RFBL,RFBL Flexi Pack Limited,RATHOD DIGVIJAYSINH RAJENDRASINH,BUY,"4,02,000",60.69,-
21-MAY-2026,RICHA,Richa Info Systems Ltd,THAKOR NAYANA CHANDUBHAI,SELL,"1,37,000",80.95,-
21-MAY-2026,RITEZONE,Rite Zone Chemcon Ind Ltd,ASHOK C SAMANI,SELL,"27,200",21.03,-
21-MAY-2026,RITEZONE,Rite Zone Chemcon Ind Ltd,SMITA LAXMIDAS THAKKER,BUY,"27,200",21.03,-
21-MAY-2026,SAMMAANCAP,Sammaan Capital Limited,GRAVITON RESEARCH CAPITAL LLP,SELL,"1,00,99,106",153.74,-
21-MAY-2026,SAMMAANCAP,Sammaan Capital Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,"1,00,99,106",153.71,-
21-MAY-2026,SAMMAANCAP,Sammaan Capital Limited,SOCIETE GENERALE,SELL,"1,25,078",153.41,-
21-MAY-2026,SAMMAANCAP,Sammaan Capital Limited,SOCIETE GENERALE,BUY,"69,87,634",154.17,-
21-MAY-2026,SANDHAR,Sandhar Technologies Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"3,15,528",579.36,-
21-MAY-2026,SANDHAR,Sandhar Technologies Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"3,15,528",579.03,-
21-MAY-2026,SBC,SBC Exports Limited,HRTI PRIVATE LIMITED,SELL,"22,41,403",37.36,-
21-MAY-2026,SBC,SBC Exports Limited,HRTI PRIVATE LIMITED,BUY,"31,89,080",36.92,-
21-MAY-2026,SHANTIGOLD,Shanti Gold Internation L,ARIHANT CAPITAL MARKETS LIMITED,SELL,"5,06,501",225.50,-
21-MAY-2026,SHANTIGOLD,Shanti Gold Internation L,ARIHANT CAPITAL MARKETS LIMITED,BUY,"6,72,570",226.13,-
21-MAY-2026,UFBL,United Foodbrands Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"3,22,891",459.39,-
21-MAY-2026,UFBL,United Foodbrands Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"3,23,354",459.68,-
21-MAY-2026,UFBL,United Foodbrands Limited,QE SECURITIES LLP,BUY,"1,91,001",454.28,-
21-MAY-2026,UFBL,United Foodbrands Limited,QE SECURITIES LLP,SELL,"1,95,636",462.45,-
21-MAY-2026,WALCHANNAG,Walchandnagar Ind. Ltd,HRTI PRIVATE LIMITED,SELL,"3,42,520",243.17,-
21-MAY-2026,WALCHANNAG,Walchandnagar Ind. Ltd,HRTI PRIVATE LIMITED,BUY,"3,78,953",243.73,-
22-MAY-2026,AGIIL,Agi Infra Limited,ARIHANT CAPITAL MARKETS LIMITED,SELL,"8,19,071",384.53,-
22-MAY-2026,AGIIL,Agi Infra Limited,ARIHANT CAPITAL MARKETS LIMITED,BUY,"9,05,117",384.63,-
22-MAY-2026,ATALREAL,Atal Realtech Limited,R G FAMILY  TRUST,BUY,"10,00,000",29.15,-
22-MAY-2026,AVG,AVG Logistics Limited,INDIA EMERGING GIANTS FUND LIMITED,BUY,"1,13,805",158.50,-
22-MAY-2026,AVG,AVG Logistics Limited,VIKASA INDIA EIF I FUND,SELL,"1,13,805",158.50,-
22-MAY-2026,BARFLEX,Barflex Polyfilms Limited,RGSL INVESTMENT LVF 1,BUY,"1,68,000",59.29,-
22-MAY-2026,BIKEWO,Bikewo Green Tech Limited,BASAN EQUITY BROKING LIMITED,SELL,"1,02,000",25.25,-
22-MAY-2026,BIKEWO,Bikewo Green Tech Limited,RAGHU VEMULAPALLI,BUY,"1,00,000",25.25,-
22-MAY-2026,DAMCAPITAL,Dam Capital Advisors Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"5,89,450",167.73,-
22-MAY-2026,DAMCAPITAL,Dam Capital Advisors Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"5,89,450",167.78,-
22-MAY-2026,ELECTHERM,Electrotherm (India) Ltd,8 SQUARE CAPITAL,SELL,"65,000",785.46,-
22-MAY-2026,ELECTHERM,Electrotherm (India) Ltd,RADIANT GLOBAL FUND-CLASS B PARTICIPATING SHARES,BUY,"65,000",785.53,-
22-MAY-2026,EXCELSOFT,Excelsoft Technologies L,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"6,18,193",97.07,-
22-MAY-2026,EXCELSOFT,Excelsoft Technologies L,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"6,18,193",97.11,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"8,85,433",149.06,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"8,85,433",149.16,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"14,12,392",150.85,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"14,18,156",150.79,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,"14,48,746",153.07,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,"14,48,746",153.13,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"12,44,876",152.29,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"12,44,876",152.35,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,QE SECURITIES LLP,BUY,"10,93,262",149.61,-
22-MAY-2026,EXICOM,Exicom Tele Systems Ltd,QE SECURITIES LLP,SELL,"11,05,729",150.33,-
22-MAY-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,BUY,"4,36,333",390.77,-
22-MAY-2026,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,SELL,"7,43,183",390.67,-
22-MAY-2026,GCSL,Gretex Corporate Services,MOHAMED IRFAN MOHAMED LATIF SHAIKH,BUY,"7,35,000",390.24,-
22-MAY-2026,GCSL,Gretex Corporate Services,SWATIPUSHP TRADELINK PRIVATE LIMITED,SELL,"1,38,700",390.98,-
22-MAY-2026,GENESYS,Genesys International Cor,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"4,02,391",267.55,-
22-MAY-2026,GENESYS,Genesys International Cor,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"4,02,391",267.66,-
22-MAY-2026,GENESYS,Genesys International Cor,HRTI PRIVATE LIMITED,SELL,"3,38,285",269.53,-
22-MAY-2026,GENESYS,Genesys International Cor,HRTI PRIVATE LIMITED,BUY,"3,55,169",269.08,-
22-MAY-2026,GENESYS,Genesys International Cor,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"6,38,424",268.59,-
22-MAY-2026,GENESYS,Genesys International Cor,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"6,39,541",268.30,-
22-MAY-2026,GENESYS,Genesys International Cor,MICROCURVES TRADING PRIVATE LIMITED,SELL,"4,99,038",272.99,-
22-MAY-2026,GENESYS,Genesys International Cor,MICROCURVES TRADING PRIVATE LIMITED,BUY,"4,99,038",272.83,-
22-MAY-2026,GENESYS,Genesys International Cor,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"4,46,170",271.79,-
22-MAY-2026,GENESYS,Genesys International Cor,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"4,46,170",271.68,-
22-MAY-2026,GENESYS,Genesys International Cor,QE SECURITIES LLP,BUY,"5,20,092",269.44,-
22-MAY-2026,GENESYS,Genesys International Cor,QE SECURITIES LLP,SELL,"5,23,724",268.28,-
22-MAY-2026,GOCOLORS,Go Fashion India Ltd,CRONY VYAPAR PVT LTD,SELL,"3,36,648",300.44,-
22-MAY-2026,GOCOLORS,Go Fashion India Ltd,CRONY VYAPAR PVT LTD,BUY,"3,36,648",299.35,-
22-MAY-2026,HONASA,Honasa Consumer Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"30,00,845",392.35,-
22-MAY-2026,HONASA,Honasa Consumer Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"30,00,845",392.12,-
22-MAY-2026,HONASA,Honasa Consumer Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"27,87,698",392.18,-
22-MAY-2026,HONASA,Honasa Consumer Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"27,87,698",392.01,-
22-MAY-2026,HONASA,Honasa Consumer Limited,QE SECURITIES LLP,SELL,"25,89,700",391.33,-
22-MAY-2026,HONASA,Honasa Consumer Limited,QE SECURITIES LLP,BUY,"26,71,616",393.70,-
22-MAY-2026,IXIGO,Le Travenues Technology L,SCHRODER INTERNATIONAL SELECTION FUND ASIAN TOTAL RETURN,SELL,"34,55,948",170.42,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,HRTI PRIVATE LIMITED,BUY,"3,64,913",666.22,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,HRTI PRIVATE LIMITED,SELL,"3,68,601",665.79,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,IRAGE BROKING SERVICES LLP,SELL,"1,30,245",671.65,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,IRAGE BROKING SERVICES LLP,BUY,"1,54,035",670.31,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"4,04,808",669.31,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"4,06,362",668.98,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,MICROCURVES TRADING PRIVATE LIMITED,SELL,"3,12,231",671.06,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,MICROCURVES TRADING PRIVATE LIMITED,BUY,"3,12,231",670.67,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"2,75,848",666.78,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"2,75,848",666.94,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,QE SECURITIES LLP,BUY,"3,30,014",666.53,-
22-MAY-2026,JINDRILL,Jindal Drilling And Indus,QE SECURITIES LLP,SELL,"3,35,262",666.47,-
22-MAY-2026,JSWCEMENT,JSW Cement Limited,AP ASIA OPPORTUNISTIC HOLDINGS PTE. LTD.,SELL,"4,28,18,002",124.00,-
22-MAY-2026,KCEIL,Kay Cee Energy & Infra L,NEO APEX SHARE BROKING SERVICES LLP,SELL,"87,500",98.40,-
22-MAY-2026,KCK,Kck Industries Limited,SUJAL JAYANTILAL PATEL,BUY,"3,77,500",13.23,-
22-MAY-2026,KONTOR,Kontor Space Limited,JITENDRAKUMAR P RANKA,SELL,"54,000",75.11,-
22-MAY-2026,KONTOR,Kontor Space Limited,LYKIS LIMITED,BUY,"56,400",75.11,-
22-MAY-2026,LAXMIDENTL,Laxmi Dental Limited,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,SELL,"2,78,074",249.28,-
22-MAY-2026,LAXMIDENTL,Laxmi Dental Limited,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,BUY,"2,78,074",248.94,-
22-MAY-2026,LAXMIDENTL,Laxmi Dental Limited,NEO APEX SHARE BROKING SERVICES LLP,SELL,"3,42,346",249.28,-
22-MAY-2026,LAXMIDENTL,Laxmi Dental Limited,NEO APEX SHARE BROKING SERVICES LLP,BUY,"3,42,346",247.65,-
22-MAY-2026,LEMERITE,Le Merite Exports Limited,L7 HITECH PRIVATE LIMITED,BUY,"3,606",290.15,-
22-MAY-2026,LEMERITE,Le Merite Exports Limited,L7 HITECH PRIVATE LIMITED,SELL,"1,42,992",281.09,-
22-MAY-2026,MANALIPETC,Manali Petrochemicals Lt,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"10,02,658",63.40,-
22-MAY-2026,MANALIPETC,Manali Petrochemicals Lt,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"10,02,658",63.39,-
22-MAY-2026,MANALIPETC,Manali Petrochemicals Lt,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,SELL,"25,28,912",66.14,-
22-MAY-2026,MANALIPETC,Manali Petrochemicals Lt,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,BUY,"27,28,912",65.77,-
22-MAY-2026,MANGLMCEM,Mangalam Cement Ltd,LOK PRAKASHAN LTD,SELL,"1,90,000",829.96,-
22-MAY-2026,MARKOLINES,Markolines Pavement Tec L,HI KLASS TRADING & INVESTMENT LIMITED,SELL,"1,29,062",166.23,-
22-MAY-2026,MARKOLINES,Markolines Pavement Tec L,HI KLASS TRADING & INVESTMENT LIMITED,BUY,"1,44,700",165.69,-
22-MAY-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,BUY,"2,22,651",165.41,-
22-MAY-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,SELL,"2,25,051",165.39,-
22-MAY-2026,MTARTECH,MTAR Technologies Limited,HRTI PRIVATE LIMITED,SELL,"1,45,218","8,230.54",-
22-MAY-2026,MTARTECH,MTAR Technologies Limited,HRTI PRIVATE LIMITED,BUY,"1,74,776","8,208.81",-
22-MAY-2026,MTARTECH,MTAR Technologies Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"1,72,951","8,252.66",-
22-MAY-2026,MTARTECH,MTAR Technologies Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"1,72,951","8,304.10",-
22-MAY-2026,NIBE,NIBE Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"81,417","1,419.61",-
22-MAY-2026,NIBE,NIBE Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"81,417","1,420.04",-
22-MAY-2026,OSIAHYPER,Osia Hyper Retail Ltd,NEO APEX SHARE BROKING SERVICES LLP,SELL,"28,19,084",3.97,-
22-MAY-2026,PINELABS,Pine Labs Limited,MADISON INDIA OPPORTUNITIES IV,SELL,"2,47,81,985",144.00,-
22-MAY-2026,PNGSREVA,PNGS Reva Diamond Jewel L,BARING PRIVATE EQUITY INDIA FUND 6,BUY,"2,13,766",390.00,-
22-MAY-2026,PROSTARM,Prostarm Info Systems Ltd,VIVEK LAKSHMINATH MEHROTRA,SELL,"4,63,500",160.85,-
22-MAY-2026,PROTEAN,Protean eGov Techno Ltd,QE SECURITIES LLP,SELL,"2,70,734",668.88,-
22-MAY-2026,PROTEAN,Protean eGov Techno Ltd,QE SECURITIES LLP,BUY,"2,85,612",660.19,-
22-MAY-2026,RFBL,RFBL Flexi Pack Limited,JAGID VANITABEN RAJENDRAPRASAD,BUY,"1,59,000",63.67,-
22-MAY-2026,RFBL,RFBL Flexi Pack Limited,L7 HITECH PRIVATE LIMITED,SELL,"2,55,000",63.70,-
22-MAY-2026,RFBL,RFBL Flexi Pack Limited,L7 HITECH PRIVATE LIMITED,BUY,"4,71,000",63.65,-
22-MAY-2026,RFBL,RFBL Flexi Pack Limited,RATHOD DIGVIJAYSINH RAJENDRASINH,BUY,"2,52,000",63.65,-
22-MAY-2026,SHANTIGOLD,Shanti Gold Internation L,ARIHANT CAPITAL MARKETS LIMITED,BUY,"5,20,350",237.37,-
22-MAY-2026,SHANTIGOLD,Shanti Gold Internation L,ARIHANT CAPITAL MARKETS LIMITED,SELL,"6,74,766",233.06,-
22-MAY-2026,SINTERCOM,Sintercom India Limited,BELLWETHER CAPITAL PRIVATE LIMITED,SELL,"2,98,579",79.01,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,"3,18,814",212.46,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,"3,18,814",212.97,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,BACHA GOUTHAM,SELL,"2,68,140",190.95,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,BLITZQUANT RESEARCH LLP,BUY,"4,23,997",194.52,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,BLITZQUANT RESEARCH LLP,SELL,"4,23,997",194.72,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"3,80,099",199.77,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"3,86,713",199.99,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"10,33,685",199.18,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"10,33,685",198.95,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,POCKETFUL SECURITIES AND INVESTMENT PRIVATE LIMITED,BUY,"2,78,989",200.14,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,POCKETFUL SECURITIES AND INVESTMENT PRIVATE LIMITED,SELL,"2,78,989",200.43,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,QE SECURITIES LLP,SELL,"3,24,677",209.89,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,QE SECURITIES LLP,BUY,"3,31,184",202.66,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"7,02,709",199.04,-
22-MAY-2026,SKMEGGPROD,SKM Egg Products Export,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"7,02,709",199.02,-
